item,itemLabel,uri
http://www.wikidata.org/entity/Q1056508,cervical collar,http://wordnet-rdf.princeton.edu/wn30/03814639-n
http://www.wikidata.org/entity/Q689880,oil platform,http://wordnet-rdf.princeton.edu/wn30/03240683-n
http://www.wikidata.org/entity/Q745751,Kit fox,http://wordnet-rdf.princeton.edu/wn30/02119789-n
http://www.wikidata.org/entity/Q857319,Junco,http://wordnet-rdf.princeton.edu/wn30/01534433-n
http://www.wikidata.org/entity/Q858236,breastplate,http://wordnet-rdf.princeton.edu/wn30/02895154-n
http://www.wikidata.org/entity/Q852190,shipwreck,http://wordnet-rdf.princeton.edu/wn30/04606251-n
http://www.wikidata.org/entity/Q2234382,sliding door,http://wordnet-rdf.princeton.edu/wn30/04239074-n
http://www.wikidata.org/entity/Q15037754,go-kart,http://wordnet-rdf.princeton.edu/wn30/03444034-n
http://www.wikidata.org/entity/Q4342445,stole,http://wordnet-rdf.princeton.edu/wn30/04325704-n
http://www.wikidata.org/entity/Q16875637,transverse flute,http://wordnet-rdf.princeton.edu/wn30/03372029-n
http://www.wikidata.org/entity/Q9166501,freight car,http://wordnet-rdf.princeton.edu/wn30/03393912-n
http://www.wikidata.org/entity/Q786732,car wheel,http://wordnet-rdf.princeton.edu/wn30/02974003-n
http://www.wikidata.org/entity/Q47519477,dial telephone,http://wordnet-rdf.princeton.edu/wn30/03187595-n
http://www.wikidata.org/entity/Q653,Chihuahua,http://wordnet-rdf.princeton.edu/wn30/02085620-n
http://www.wikidata.org/entity/Q391752,bulletproof vest,http://wordnet-rdf.princeton.edu/wn30/02916936-n
http://www.wikidata.org/entity/Q483634,iron,http://wordnet-rdf.princeton.edu/wn30/03584829-n
http://www.wikidata.org/entity/Q6573,Cricetinae,http://wordnet-rdf.princeton.edu/wn30/02342885-n
http://www.wikidata.org/entity/Q5607,modem,http://wordnet-rdf.princeton.edu/wn30/03777754-n
http://www.wikidata.org/entity/Q1827,red wine,http://wordnet-rdf.princeton.edu/wn30/07892512-n
http://www.wikidata.org/entity/Q15343,platypus,http://wordnet-rdf.princeton.edu/wn30/01873310-n
http://www.wikidata.org/entity/Q17700,Mink,http://wordnet-rdf.princeton.edu/wn30/02442845-n
http://www.wikidata.org/entity/Q17205,aircraft carrier,http://wordnet-rdf.princeton.edu/wn30/02687172-n
http://www.wikidata.org/entity/Q12714,can opener,http://wordnet-rdf.princeton.edu/wn30/02951585-n
http://www.wikidata.org/entity/Q12493,dome,http://wordnet-rdf.princeton.edu/wn30/03220513-n
http://www.wikidata.org/entity/Q20463,garbage truck,http://wordnet-rdf.princeton.edu/wn30/03417042-n
http://www.wikidata.org/entity/Q12796,firearm,http://wordnet-rdf.princeton.edu/wn30/03467984-n
http://www.wikidata.org/entity/Q12570,suspension bridge,http://wordnet-rdf.princeton.edu/wn30/04366367-n
http://www.wikidata.org/entity/Q13191,orange,http://wordnet-rdf.princeton.edu/wn30/07747607-n
http://www.wikidata.org/entity/Q614379,scoreboard,http://wordnet-rdf.princeton.edu/wn30/04149813-n
http://www.wikidata.org/entity/Q721171,Paralithodes camtschaticus,http://wordnet-rdf.princeton.edu/wn30/01981276-n
http://www.wikidata.org/entity/Q42610,Persian cat,http://wordnet-rdf.princeton.edu/wn30/02123394-n
http://www.wikidata.org/entity/Q40607,padlock,http://wordnet-rdf.princeton.edu/wn30/03874599-n
http://www.wikidata.org/entity/Q56155,desktop computer,http://wordnet-rdf.princeton.edu/wn30/03180011-n
http://www.wikidata.org/entity/Q246514,tennis ball,http://wordnet-rdf.princeton.edu/wn30/04409515-n
http://www.wikidata.org/entity/Q274153,water tower,http://wordnet-rdf.princeton.edu/wn30/04562935-n
http://www.wikidata.org/entity/Q839818,shower curtain,http://wordnet-rdf.princeton.edu/wn30/04209239-n
http://www.wikidata.org/entity/Q843994,stopwatch,http://wordnet-rdf.princeton.edu/wn30/04328186-n
http://www.wikidata.org/entity/Q25418,European Goldfinch,http://wordnet-rdf.princeton.edu/wn30/01531178-n
http://www.wikidata.org/entity/Q39285,Staffordshire Bull Terrier,http://wordnet-rdf.princeton.edu/wn30/02093256-n
http://www.wikidata.org/entity/Q37077,nail,http://wordnet-rdf.princeton.edu/wn30/03804744-n
http://www.wikidata.org/entity/Q113297,black widow spider,http://wordnet-rdf.princeton.edu/wn30/01774384-n
http://www.wikidata.org/entity/Q124282,dock,http://wordnet-rdf.princeton.edu/wn30/03216828-n
http://www.wikidata.org/entity/Q131746,perfume,http://wordnet-rdf.princeton.edu/wn30/03916031-n
http://www.wikidata.org/entity/Q159404,bullfrog,http://wordnet-rdf.princeton.edu/wn30/01641577-n
http://www.wikidata.org/entity/Q938509,cleaver,http://wordnet-rdf.princeton.edu/wn30/03041632-n
http://www.wikidata.org/entity/Q1043897,barbell,http://wordnet-rdf.princeton.edu/wn30/02790996-n
http://www.wikidata.org/entity/Q1064858,desk,http://wordnet-rdf.princeton.edu/wn30/03179701-n
http://www.wikidata.org/entity/Q1064538,quilt,http://wordnet-rdf.princeton.edu/wn30/04033995-n
http://www.wikidata.org/entity/Q178692,crane,http://wordnet-rdf.princeton.edu/wn30/03126707-n
http://www.wikidata.org/entity/Q179904,hourglass,http://wordnet-rdf.princeton.edu/wn30/03544143-n
http://www.wikidata.org/entity/Q189299,necklace,http://wordnet-rdf.princeton.edu/wn30/03814906-n
http://www.wikidata.org/entity/Q185369,photocopier,http://wordnet-rdf.princeton.edu/wn30/03924679-n
http://www.wikidata.org/entity/Q189290,military officer,http://wordnet-rdf.princeton.edu/wn30/10317007-n
http://www.wikidata.org/entity/Q207058,Gila monster,http://wordnet-rdf.princeton.edu/wn30/01692333-n
http://www.wikidata.org/entity/Q206338,Isopoda,http://wordnet-rdf.princeton.edu/wn30/01990800-n
http://www.wikidata.org/entity/Q208043,Lar Gibbon,http://wordnet-rdf.princeton.edu/wn30/02483362-n
http://www.wikidata.org/entity/Q193811,pencil sharpener,http://wordnet-rdf.princeton.edu/wn30/03908714-n
http://www.wikidata.org/entity/Q213777,tape recorder,http://wordnet-rdf.princeton.edu/wn30/04392985-n
http://www.wikidata.org/entity/Q1210743,espresso machine,http://wordnet-rdf.princeton.edu/wn30/03297495-n
http://www.wikidata.org/entity/Q4063215,quill,http://wordnet-rdf.princeton.edu/wn30/04033901-n
http://www.wikidata.org/entity/Q1971570,flagpole,http://wordnet-rdf.princeton.edu/wn30/03355925-n
http://www.wikidata.org/entity/Q2051212,handrail,http://wordnet-rdf.princeton.edu/wn30/02788148-n
http://www.wikidata.org/entity/Q10385865,bath towel,http://wordnet-rdf.princeton.edu/wn30/02808304-n
http://www.wikidata.org/entity/Q2858617,reflex camera,http://wordnet-rdf.princeton.edu/wn30/04069434-n
http://www.wikidata.org/entity/Q2881344,rugby ball,http://wordnet-rdf.princeton.edu/wn30/04118538-n
http://www.wikidata.org/entity/Q13402959,high-speed train,http://wordnet-rdf.princeton.edu/wn30/02917067-n
http://www.wikidata.org/entity/Q19385373,pirate ship,http://wordnet-rdf.princeton.edu/wn30/03947888-n
http://www.wikidata.org/entity/Q21159303,cradle,http://wordnet-rdf.princeton.edu/wn30/03125729-n
http://www.wikidata.org/entity/Q38110559,coffee mug,http://wordnet-rdf.princeton.edu/wn30/03063599-n
http://www.wikidata.org/entity/Q7386,Formicidae,http://wordnet-rdf.princeton.edu/wn30/02219486-n
http://www.wikidata.org/entity/Q16970,church building,http://wordnet-rdf.princeton.edu/wn30/03028079-n
http://www.wikidata.org/entity/Q15004,hair dryer,http://wordnet-rdf.princeton.edu/wn30/03483316-n
http://www.wikidata.org/entity/Q9479,iPod,http://wordnet-rdf.princeton.edu/wn30/03584254-n
http://www.wikidata.org/entity/Q8377,oboe,http://wordnet-rdf.princeton.edu/wn30/03838899-n
http://www.wikidata.org/entity/Q12408,caliper,http://wordnet-rdf.princeton.edu/wn30/04238763-n
http://www.wikidata.org/entity/Q23413,castle,http://wordnet-rdf.princeton.edu/wn30/02980441-n
http://www.wikidata.org/entity/Q28337,shoal,http://wordnet-rdf.princeton.edu/wn30/09421951-n
http://www.wikidata.org/entity/Q4439,hard disk drive,http://wordnet-rdf.princeton.edu/wn30/03492542-n
http://www.wikidata.org/entity/Q3010,boy,http://wordnet-rdf.princeton.edu/wn30/10624074-n
http://www.wikidata.org/entity/Q5840,toilet paper,http://wordnet-rdf.princeton.edu/wn30/15075141-n
http://www.wikidata.org/entity/Q37821,Briard,http://wordnet-rdf.princeton.edu/wn30/02105251-n
http://www.wikidata.org/entity/Q38990,Miniature Pinscher,http://wordnet-rdf.princeton.edu/wn30/02107312-n
http://www.wikidata.org/entity/Q47107,bucket,http://wordnet-rdf.princeton.edu/wn30/02909870-n
http://www.wikidata.org/entity/Q37144,cartridge,http://wordnet-rdf.princeton.edu/wn30/02971691-n
http://www.wikidata.org/entity/Q49013,sewing machine,http://wordnet-rdf.princeton.edu/wn30/04179913-n
http://www.wikidata.org/entity/Q48806,Space Shuttle,http://wordnet-rdf.princeton.edu/wn30/04266014-n
http://www.wikidata.org/entity/Q840333,safety pin,http://wordnet-rdf.princeton.edu/wn30/04127249-n
http://www.wikidata.org/entity/Q828361,mop,http://wordnet-rdf.princeton.edu/wn30/04367480-n
http://www.wikidata.org/entity/Q79803,Cavia porcellus,http://wordnet-rdf.princeton.edu/wn30/02364673-n
http://www.wikidata.org/entity/Q78987,electric guitar,http://wordnet-rdf.princeton.edu/wn30/03272010-n
http://www.wikidata.org/entity/Q123141,goldfish,http://wordnet-rdf.princeton.edu/wn30/01443537-n
http://www.wikidata.org/entity/Q116191,toilet seat,http://wordnet-rdf.princeton.edu/wn30/04447861-n
http://www.wikidata.org/entity/Q887471,boa,http://wordnet-rdf.princeton.edu/wn30/03325584-n
http://www.wikidata.org/entity/Q974850,missile,http://wordnet-rdf.princeton.edu/wn30/03773504-n
http://www.wikidata.org/entity/Q966668,punching bag,http://wordnet-rdf.princeton.edu/wn30/04023962-n
http://www.wikidata.org/entity/Q1058689,hair spray,http://wordnet-rdf.princeton.edu/wn30/03476991-n
http://www.wikidata.org/entity/Q131044,Black Swan,http://wordnet-rdf.princeton.edu/wn30/01860187-n
http://www.wikidata.org/entity/Q143912,triumphal arch,http://wordnet-rdf.princeton.edu/wn30/04486054-n
http://www.wikidata.org/entity/Q140565,sink,http://wordnet-rdf.princeton.edu/wn30/04553703-n
http://www.wikidata.org/entity/Q161071,screwdriver,http://wordnet-rdf.princeton.edu/wn30/04154565-n
http://www.wikidata.org/entity/Q175334,wheelbarrow,http://wordnet-rdf.princeton.edu/wn30/02797295-n
http://www.wikidata.org/entity/Q182731,cuirass,http://wordnet-rdf.princeton.edu/wn30/03146219-n
http://www.wikidata.org/entity/Q186263,dishwasher,http://wordnet-rdf.princeton.edu/wn30/03207941-n
http://www.wikidata.org/entity/Q185091,Laye laye,http://wordnet-rdf.princeton.edu/wn30/04074963-n
http://www.wikidata.org/entity/Q170382,revolver,http://wordnet-rdf.princeton.edu/wn30/04086273-n
http://www.wikidata.org/entity/Q172226,ski,http://wordnet-rdf.princeton.edu/wn30/04228054-n
http://www.wikidata.org/entity/Q2746643,fig,http://wordnet-rdf.princeton.edu/wn30/07753113-n
http://www.wikidata.org/entity/Q1146283,turnstile,http://wordnet-rdf.princeton.edu/wn30/04501370-n
http://www.wikidata.org/entity/Q1139975,waffle iron,http://wordnet-rdf.princeton.edu/wn30/04542943-n
http://www.wikidata.org/entity/Q208322,carousel,http://wordnet-rdf.princeton.edu/wn30/02966193-n
http://www.wikidata.org/entity/Q204577,schooner,http://wordnet-rdf.princeton.edu/wn30/04147183-n
http://www.wikidata.org/entity/Q215376,green iguana,http://wordnet-rdf.princeton.edu/wn30/01677366-n
http://www.wikidata.org/entity/Q230502,Zygoptera,http://wordnet-rdf.princeton.edu/wn30/02268853-n
http://www.wikidata.org/entity/Q221994,piggy bank,http://wordnet-rdf.princeton.edu/wn30/03935335-n
http://www.wikidata.org/entity/Q272502,bagel,http://wordnet-rdf.princeton.edu/wn30/07693725-n
http://www.wikidata.org/entity/Q3487546,picket fence,http://wordnet-rdf.princeton.edu/wn30/03930313-n
http://www.wikidata.org/entity/Q1308084,shopping basket,http://wordnet-rdf.princeton.edu/wn30/04204238-n
http://www.wikidata.org/entity/Q12069731,space heater,http://wordnet-rdf.princeton.edu/wn30/04265275-n
http://www.wikidata.org/entity/Q3887135,sea lion,http://wordnet-rdf.princeton.edu/wn30/02077923-n
http://www.wikidata.org/entity/Q326735,sombrero,http://wordnet-rdf.princeton.edu/wn30/04259630-n
http://www.wikidata.org/entity/Q12888135,candle,http://wordnet-rdf.princeton.edu/wn30/02948072-n
http://www.wikidata.org/entity/Q2011752,lens cover,http://wordnet-rdf.princeton.edu/wn30/03657121-n
http://www.wikidata.org/entity/Q1746393,lifeboat,http://wordnet-rdf.princeton.edu/wn30/03662601-n
http://www.wikidata.org/entity/Q667478,cheeseburger,http://wordnet-rdf.princeton.edu/wn30/07697313-n
http://www.wikidata.org/entity/Q20078304,wing,http://wordnet-rdf.princeton.edu/wn30/04592741-n
http://www.wikidata.org/entity/Q36641511,table lamp,http://wordnet-rdf.princeton.edu/wn30/04380533-n
http://www.wikidata.org/entity/Q47524465,Windsor tie,http://wordnet-rdf.princeton.edu/wn30/04591157-n
http://www.wikidata.org/entity/Q48551563,pop bottle,http://wordnet-rdf.princeton.edu/wn30/03983396-n
http://www.wikidata.org/entity/Q37789,English Foxhound,http://wordnet-rdf.princeton.edu/wn30/02089973-n
http://www.wikidata.org/entity/Q42046,Hyaena,http://wordnet-rdf.princeton.edu/wn30/02117135-n
http://www.wikidata.org/entity/Q35127,website,http://wordnet-rdf.princeton.edu/wn30/06359193-n
http://www.wikidata.org/entity/Q45778,mortar,http://wordnet-rdf.princeton.edu/wn30/03786901-n
http://www.wikidata.org/entity/Q1420,motor car,http://wordnet-rdf.princeton.edu/wn30/02958343-n
http://www.wikidata.org/entity/Q11404,drum,http://wordnet-rdf.princeton.edu/wn30/03249569-n
http://www.wikidata.org/entity/Q25327,Coccinellidae,http://wordnet-rdf.princeton.edu/wn30/02165456-n
http://www.wikidata.org/entity/Q25349,starfish,http://wordnet-rdf.princeton.edu/wn30/02317335-n
http://www.wikidata.org/entity/Q82916,spotlight,http://wordnet-rdf.princeton.edu/wn30/04286575-n
http://www.wikidata.org/entity/Q124072,rifle,http://wordnet-rdf.princeton.edu/wn30/04090263-n
http://www.wikidata.org/entity/Q106106,wardrobe,http://wordnet-rdf.princeton.edu/wn30/04550184-n
http://www.wikidata.org/entity/Q155878,Black Grouse,http://wordnet-rdf.princeton.edu/wn30/01795545-n
http://www.wikidata.org/entity/Q159998,bassoon,http://wordnet-rdf.princeton.edu/wn30/02804610-n
http://www.wikidata.org/entity/Q189609,Red-breasted Merganser,http://wordnet-rdf.princeton.edu/wn30/01855032-n
http://www.wikidata.org/entity/Q183951,balloon,http://wordnet-rdf.princeton.edu/wn30/02782093-n
http://www.wikidata.org/entity/Q193358,ladle,http://wordnet-rdf.princeton.edu/wn30/03633091-n
http://www.wikidata.org/entity/Q184191,lipstick,http://wordnet-rdf.princeton.edu/wn30/03676483-n
http://www.wikidata.org/entity/Q187780,ocarina,http://wordnet-rdf.princeton.edu/wn30/03840681-n
http://www.wikidata.org/entity/Q208490,Sphyrnidae,http://wordnet-rdf.princeton.edu/wn30/01494475-n
http://www.wikidata.org/entity/Q208281,fire engine,http://wordnet-rdf.princeton.edu/wn30/03345487-n
http://www.wikidata.org/entity/Q208364,wok,http://wordnet-rdf.princeton.edu/wn30/04596742-n
http://www.wikidata.org/entity/Q230823,miniskirt,http://wordnet-rdf.princeton.edu/wn30/03770439-n
http://www.wikidata.org/entity/Q245005,teapot,http://wordnet-rdf.princeton.edu/wn30/04398044-n
http://www.wikidata.org/entity/Q460967,American Robin,http://wordnet-rdf.princeton.edu/wn30/01558993-n
http://www.wikidata.org/entity/Q1440281,bottle cap,http://wordnet-rdf.princeton.edu/wn30/02877765-n
http://www.wikidata.org/entity/Q796894,shopping cart,http://wordnet-rdf.princeton.edu/wn30/04204347-n
http://www.wikidata.org/entity/Q915110,paper knife,http://wordnet-rdf.princeton.edu/wn30/03658185-n
http://www.wikidata.org/entity/Q900977,payphone,http://wordnet-rdf.princeton.edu/wn30/03902125-n
http://www.wikidata.org/entity/Q930252,Anolis carolinensis,http://wordnet-rdf.princeton.edu/wn30/01682714-n
http://www.wikidata.org/entity/Q947686,lampshade,http://wordnet-rdf.princeton.edu/wn30/03637318-n
http://www.wikidata.org/entity/Q661140,scabbard,http://wordnet-rdf.princeton.edu/wn30/04141327-n
http://www.wikidata.org/entity/Q697196,ocean liner,http://wordnet-rdf.princeton.edu/wn30/03673027-n
http://www.wikidata.org/entity/Q696265,mosquito net,http://wordnet-rdf.princeton.edu/wn30/03788365-n
http://www.wikidata.org/entity/Q692104,parallel bars,http://wordnet-rdf.princeton.edu/wn30/03888605-n
http://www.wikidata.org/entity/Q1620264,mail bag,http://wordnet-rdf.princeton.edu/wn30/03709823-n
http://www.wikidata.org/entity/Q1072900,space bar,http://wordnet-rdf.princeton.edu/wn30/04264628-n
http://www.wikidata.org/entity/Q1148709,grand piano,http://wordnet-rdf.princeton.edu/wn30/03452741-n
http://www.wikidata.org/entity/Q1223829,porcupine,http://wordnet-rdf.princeton.edu/wn30/02346627-n
http://www.wikidata.org/entity/Q1295201,grocery store,http://wordnet-rdf.princeton.edu/wn30/03461385-n
http://www.wikidata.org/entity/Q2108247,Ambystoma maculatum,http://wordnet-rdf.princeton.edu/wn30/01632458-n
http://www.wikidata.org/entity/Q2474207,loupe,http://wordnet-rdf.princeton.edu/wn30/03692522-n
http://www.wikidata.org/entity/Q2735883,cucumber,http://wordnet-rdf.princeton.edu/wn30/07718472-n
http://www.wikidata.org/entity/Q3007072,mixing bowl,http://wordnet-rdf.princeton.edu/wn30/03775546-n
http://www.wikidata.org/entity/Q10552108,kitchen table,http://wordnet-rdf.princeton.edu/wn30/03201208-n
http://www.wikidata.org/entity/Q17130629,hoop skirt,http://wordnet-rdf.princeton.edu/wn30/03534580-n
http://www.wikidata.org/entity/Q19968163,sweat shirt,http://wordnet-rdf.princeton.edu/wn30/04370456-n
http://www.wikidata.org/entity/Q25221956,packet,http://wordnet-rdf.princeton.edu/wn30/03871628-n
http://www.wikidata.org/entity/Q38309,English Setter,http://wordnet-rdf.princeton.edu/wn30/02100735-n
http://www.wikidata.org/entity/Q39138,Sussex Spaniel,http://wordnet-rdf.princeton.edu/wn30/02102480-n
http://www.wikidata.org/entity/Q35255,cougar,http://wordnet-rdf.princeton.edu/wn30/02125311-n
http://www.wikidata.org/entity/Q41253,movie theater,http://wordnet-rdf.princeton.edu/wn30/03032252-n
http://www.wikidata.org/entity/Q43663,sock,http://wordnet-rdf.princeton.edu/wn30/04254777-n
http://www.wikidata.org/entity/Q39816,valley,http://wordnet-rdf.princeton.edu/wn30/09468604-n
http://www.wikidata.org/entity/Q3962,laptop,http://wordnet-rdf.princeton.edu/wn30/03642806-n
http://www.wikidata.org/entity/Q570,loudspeaker,http://wordnet-rdf.princeton.edu/wn30/03691459-n
http://www.wikidata.org/entity/Q15148,spatula,http://wordnet-rdf.princeton.edu/wn30/04270147-n
http://www.wikidata.org/entity/Q5320,electrical switch,http://wordnet-rdf.princeton.edu/wn30/04372370-n
http://www.wikidata.org/entity/Q14890,toaster,http://wordnet-rdf.princeton.edu/wn30/04442312-n
http://www.wikidata.org/entity/Q8004,traffic light,http://wordnet-rdf.princeton.edu/wn30/06874185-n
http://www.wikidata.org/entity/Q18859,Common Redshank,http://wordnet-rdf.princeton.edu/wn30/02028035-n
http://www.wikidata.org/entity/Q26843,orca,http://wordnet-rdf.princeton.edu/wn30/02071294-n
http://www.wikidata.org/entity/Q23668,beer bottle,http://wordnet-rdf.princeton.edu/wn30/02823428-n
http://www.wikidata.org/entity/Q16406,smoke shop,http://wordnet-rdf.princeton.edu/wn30/04443257-n
http://www.wikidata.org/entity/Q58678,school bus,http://wordnet-rdf.princeton.edu/wn30/04146614-n
http://www.wikidata.org/entity/Q62792,conch,http://wordnet-rdf.princeton.edu/wn30/01943899-n
http://www.wikidata.org/entity/Q99895,pillow,http://wordnet-rdf.princeton.edu/wn30/03938244-n
http://www.wikidata.org/entity/Q104555,ruler,http://wordnet-rdf.princeton.edu/wn30/04118776-n
http://www.wikidata.org/entity/Q124441,washing machine,http://wordnet-rdf.princeton.edu/wn30/04554684-n
http://www.wikidata.org/entity/Q105507,wig,http://wordnet-rdf.princeton.edu/wn30/04584207-n
http://www.wikidata.org/entity/Q133585,airship,http://wordnet-rdf.princeton.edu/wn30/02692877-n
http://www.wikidata.org/entity/Q128015,guillotine,http://wordnet-rdf.princeton.edu/wn30/03467068-n
http://www.wikidata.org/entity/Q160137,ballpoint pen,http://wordnet-rdf.princeton.edu/wn30/02783161-n
http://www.wikidata.org/entity/Q162339,stethoscope,http://wordnet-rdf.princeton.edu/wn30/04317175-n
http://www.wikidata.org/entity/Q177456,assault rifle,http://wordnet-rdf.princeton.edu/wn30/02749479-n
http://www.wikidata.org/entity/Q172833,broom,http://wordnet-rdf.princeton.edu/wn30/02906734-n
http://www.wikidata.org/entity/Q180289,espresso,http://wordnet-rdf.princeton.edu/wn30/07920052-n
http://www.wikidata.org/entity/Q188212,Galeocerdo cuvier,http://wordnet-rdf.princeton.edu/wn30/01491361-n
http://www.wikidata.org/entity/Q192095,loggerhead sea turtle,http://wordnet-rdf.princeton.edu/wn30/01664065-n
http://www.wikidata.org/entity/Q193327,American alligator,http://wordnet-rdf.princeton.edu/wn30/01698640-n
http://www.wikidata.org/entity/Q188029,Phasmatodea,http://wordnet-rdf.princeton.edu/wn30/02231487-n
http://www.wikidata.org/entity/Q190403,catamaran,http://wordnet-rdf.princeton.edu/wn30/02981792-n
http://www.wikidata.org/entity/Q188669,fireplace,http://wordnet-rdf.princeton.edu/wn30/03346455-n
http://www.wikidata.org/entity/Q194428,stage,http://wordnet-rdf.princeton.edu/wn30/04296562-n
http://www.wikidata.org/entity/Q220971,marimba,http://wordnet-rdf.princeton.edu/wn30/03721384-n
http://www.wikidata.org/entity/Q240502,racket,http://wordnet-rdf.princeton.edu/wn30/04039381-n
http://www.wikidata.org/entity/Q869381,flowerpot,http://wordnet-rdf.princeton.edu/wn30/03991062-n
http://www.wikidata.org/entity/Q919777,golf ball,http://wordnet-rdf.princeton.edu/wn30/03445777-n
http://www.wikidata.org/entity/Q465453,dumbbell,http://wordnet-rdf.princeton.edu/wn30/03255030-n
http://www.wikidata.org/entity/Q470016,American Coot,http://wordnet-rdf.princeton.edu/wn30/02018207-n
http://www.wikidata.org/entity/Q501566,Frill-necked Lizard,http://wordnet-rdf.princeton.edu/wn30/01688243-n
http://www.wikidata.org/entity/Q506040,Granny Smith,http://wordnet-rdf.princeton.edu/wn30/07742313-n
http://www.wikidata.org/entity/Q322781,sarong,http://wordnet-rdf.princeton.edu/wn30/04136333-n
http://www.wikidata.org/entity/Q327954,torch,http://wordnet-rdf.princeton.edu/wn30/04456115-n
